ident,name,type,country_code
HUT,Hyakuri,TACAN,JP
HVT,Hachinohe,TACAN,JP
HWE,Hakodate,VOR-DME,JP
HYE,Yokosuka,VOR-DME,JP
IJT,Iwo Jima,TACAN,JP
IK,Ikishima,NDB,JP
IKE,Iki,VOR-DME,JP
IME,Iwami,VOR-DME,JP
IWC,Kuga,VORTAC,JP
IXE,Iwaki,VOR-DME,JP
JA,Kanoya,NDB,JP
JAT,Kanoya,TACAN,JP
JB,Omura,NDB,JP
JBT,Omura,TACAN,JP
JC,Hachinohe,NDB,JP
JD,Nikko,NDB,JP
JDT,Utsunomiya,TACAN,JP
JEC,Miho,VORTAC,JP
KAD,Kadena,VORTAC,JP
KBE,Kokubu,VOR-DME,JP
KCC,Nagoya,VORTAC,JP
KCE,Kobe,VOR-DME,JP
KEC,Kushimoto,VORTAC,JP
KGE,Kajiki,VOR-DME,JP
KI,Kikai,NDB,JP
KJ,Komatsujima,NDB,JP
KJT,Komatsujima,TACAN,JP
KMC,Komatsu,VORTAC,JP
KN,Kansai,NDB,JP
KNE,Kansai,VOR-DME,JP
KPE,Kan'On,VOR-DME,JP
KQ,Akan,NDB,JP
KRE,Kochi,VOR-DME,JP
KSE,Kushiro,VOR-DME,JP
KTE,Kagawa,VOR-DME,JP
KU,Kumamoto,NDB,JP
KUE,Kumamoto,VOR-DME,JP
KWE,Kohtoh,VOR-DME,JP
KXC,Kumejima,VORTAC,JP
KYE,Kamiyaku,VOR-DME,JP
KZE,Kisarazu,VOR-DME,JP
LHE,Hamamatsu,VOR-DME,JP
LHT,Hamamatsu,TACAN,JP
MBE,Matsumoto,VOR-DME,JP
MDE,Minami Daito,VOR-DME,JP
MI,Omiya,NDB,JP
MIS,Misawa,VORTAC,JP
MIT,Mishima,TACAN,JP
MJE,Miyakejima,VOR-DME,JP
MKE,Mukawa,VOR-DME,JP
ML,Minami Torishima,NDB,JP
MLT,Minami Torishima,TACAN,JP
MOE,Oyama,VOR-DME,JP
MPE,Matsuyama,VOR-DME,JP
MQE,Miyako,VOR-DME,JP
MRE,Aomori,VOR-DME,JP
MVE,Monbetsu,VOR-DME,JP
MWE,Tohoku,VOR-DME,JP
MXT,Matsushima,TACAN,JP
MYC,Miyako Jima,VORTAC,JP
MZE,Miyazaki,VOR-DME,JP
MZT,Maizuru,TACAN,JP
NA,Naganuma,NDB,JP
NEU,Iwakuni,TACAN,JP
NFO,Futenma,TACAN,JP
NG,Aichi,NDB,JP
NHC,Naha,VORTAC,JP
NHT,Nyutabaru,TACAN,JP
NI,Sado,NDB,JP
NJA,Atsugi,TACAN,JP
NJC,Niijima,VORTAC,JP
NKE,Nanki,VOR-DME,JP
NRE,Narita,VOR-DME,JP
NSE,Nakashibetsu,VOR-DME,JP
NTE,Noto,VOR-DME,JP
NZE,Nasu,VOR-DME,JP
OB,Obihiro,NDB,JP
OBE,Obihiro,VOR-DME,JP
OC,Ozuki,NDB,JP
OCT,Ozuki,TACAN,JP
ODE,Odate Noshiro,VOR-DME,JP
OH,Tokachi,NDB,JP
OIE,Oki,VOR-DME,JP
OJC,Onjuku,VORTAC,JP
OK,Okinawa,NDB,JP
OKC,Okayama,VORTAC,JP
OLE,Nagasaki,VOR-DME,JP
OM,Ominato,NDB,JP
OMT,Ominato,TACAN,JP
ONC,Erabu,VORTAC,JP
ORE,Okushiri,VOR-DME,JP
OSE,Mihara,VOR-DME,JP
OW,Itami,NDB,JP
OWE,Osaka,VOR-DME,JP
OX,Iwo Jima,NDB,JP
OYE,Kibi,VOR-DME,JP
PQ,Tateyama,NDB,JP
PQE,Tateyama,VOR-DME,JP
RB,Eda,NDB,JP
RBE,Rebun,VOR-DME,JP
RK,Osaka,NDB,JP
RME,Tarama,VOR-DME,JP
RSE,Rishiri,VOR-DME,JP
SDE,Sendai,VOR-DME,JP
SGE,Saga,VOR-DME,JP
SHT,Shimofusa,TACAN,JP
SIE,Shigi,VOR-DME,JP
SJE,Shimojishima,VOR-DME,JP
SKE,Shinoda,VOR-DME,JP
SNE,Moriya,VOR-DME,JP
SOE,Sonai,VOR-DME,JP
SPE,Sapporo,VOR-DME,JP
STE,Shodo,VOR-DME,JP
SUC,Shimizu,VORTAC,JP
SWE,Suoh,VOR-DME,JP
SYE,Sekiyado,VOR-DME,JP
TAE,Oita,VOR-DME,JP
TBE,Memanbetsu,VOR-DME,JP
TET,Tateyama,TACAN,JP
TFE,Musashi,VOR-DME,JP
TGE,Nakatane,VOR-DME,JP
THE,Tajima,VOR-DME,JP
TIC,Chinen,VORTAC,JP
TKE,Tokunoshima,VOR-DME,JP
TLE,Ami,VOR-DME,JP
TME,Tomo,VOR-DME,JP
TN,Shin-Tachikawa,NDB,JP
TOE,Toyama,VOR-DME,JP
TQT,Tsuiki,TACAN,JP
TRE,Tottori,VOR-DME,JP
TSC,Tokushima,VORTAC,JP
TTE,Toyota,VOR-DME,JP
TYE,Sakura,VOR-DME,JP
TZC,Takamatsu,VORTAC,JP
UBE,Ube,VOR-DME,JP
UWE,Yuwa,VOR-DME,JP
VCE,Tsushima,VOR-DME,JP
VCT,Shimotsushima,TACAN,JP
WKE,Wakkanai,VOR-DME,JP
WMT,Matsumae,TACAN,JP
XAC,Oshima,VORTAC,JP
XM,Kowa,NDB,JP
XMC,Kowa,VORTAC,JP
XR,Kastner,NDB-DME,JP
XZE,Izumo,VOR-DME,JP
YKE,Yakushima,VOR-DME,JP
YLT,Iruma,TACAN,JP
YME,Miyazu,VOR-DME,JP
YNE,Yonaguni,VOR-DME,JP
YOE,Yao,VOR-DME,JP
YOK,Yokota,TACAN,JP
YRE,Yoron,VOR-DME,JP
YSE,Shonai,VOR-DME,JP
YTE,Yamagata,VOR-DME,JP
YU,Yokosuka,NDB,JP
YVE,Yonago,VOR-DME,JP
YZ,Yaizu,NDB,JP
YZT,Shizuhama,TACAN,JP
ZMO,Zao-Yamada,VOR,JP
ZYT,Chitose,TACAN,JP
AL,Embakasi,NDB,KE
EA,Eastleigh,NDB,KE
ELD,Eldoret,VOR-DME,KE
GA,Garissa,NDB,KE
GAR,Garissa,VOR-DME,KE
GG,Ngong,NDB,KE
GV,Ngong,VOR-DME,KE
KIV,Kisumu,VOR-DME,KE
LL,Isiolo,NDB,KE
LOV,Lodwar,VOR-DME,KE
LW,Lodwar,NDB,KE
MA,Mandera,NDB,KE
MC,Mombasa,NDB,KE
MLD,Malindi,VOR-DME,KE
MO,Mombasa,NDB,KE
MOV,Mombasa,VOR-DME,KE
MR,Marsabit,NDB,KE
MY,Moyale,NDB,KE
NAK,Nakuru,VOR-DME,KE
NI,Nairobi,NDB,KE
NK,Narok,NDB,KE
NO,Nairobi,NDB,KE
NU,Nakuru,NDB,KE
NV,Nairobi,VOR-DME,KE
NY,Nyeri,NDB,KE
NYK,Nanyuki,NDB,KE
RA,Manyani,NDB,KE
SF,Seven Forks,NDB,KE
TH,Athi River,NDB,KE
TV,Athi River,VOR,KE
WAV,Wajir,VOR-DME,KE
AFM,Manas,TACAN,KG
B,Bishkek Manas,NDB,KG
BI,Bishkek,NDB,KG
BK,Bishkek,NDB,KG
BL,Balykchi,NDB,KG
DA,Zhalal Abad,NDB,KG
DW,Chaldovar,NDB,KG
DZ,Osh,NDB,KG
IR,Irisu,NDB,KG
KA,Karakol,NDB,KG
KL,Kalinovka,NDB,KG
KZ,Kyzyl Kiya,NDB,KG
M,Bishkek Manas,NDB,KG
MN,Bishkek,NDB,KG
MNS,Bishkek,VOR-DME,KG
NS,Naryn-Ges,NDB,KG
OU,Osh,NDB,KG
PD,Kant,NDB,KG
BB,Battambang,NDB,KH
KCW,Kampong Chhnang,NDB,KH
KK,Koh Kong,NDB,KH
MD,Mondulkiri,NDB,KH
PNH,Phnom Penh,VOR-DME,KH
PNP,Phnom Penh,NDB,KH
RT,Ratanakiri,NDB,KH
SRE,Siem Reap,VOR-DME,KH
ST,Stung Treng,NDB,KH
AA,Abemama,NDB,KI
BO,Bonriki,NDB,KI
TW,Tarawa,DME,KI
XI,Christmas Island,NDB,KI
AJ,Ouani,NDB,KM
FXM,Iconi,NDB,KM
HA,Prince Said Abrahim,NDB,KM
HAI,Prince Said Ibrahim,VOR-DME,KM
SKB,Bradshaw,NDB-DME,KN
CR,Uiju,NDB,KP
GG,Bucha,NDB,KP
GK,Pyongyang,VOR-DME,KP
KP,Anju,NDB,KP
WK,Pyongyang,NDB,KP
CHJ,Cheongju,TACAN,KR
CHO,Cheongju,VOR-DME,KR
CJU,Jeju,VORTAC,KR
CUN,Yecheon,VOR-DME,KR
CW,Seongmu,NDB,KR
DOC,Donchon,VOR-DME,KR
HGS,Wonju,VOR-DME,KR
ICN,Icheon,VOR,KR
JDG,Jedong,VOR-DME,KR
JWN,Jungwon,TACAN,KR
KAE,Gangwon,VORTAC,KR
KAN,Gangneung,TACAN,KR
KHE,Gimhae,TACAN,KR
KIP,Gimpo,VOR-DME,KR
KMH,Gimhae,VOR-DME,KR
KOG,Gangneung,VOR-DME,KR
KPO,Pohang,VORTAC,KR
KSM,Seoul,VOR-DME,KR
KUZ,Kunsan,VORTAC,KR
KWA,Gwangju,VOR-DME,KR
KWJ,Gwangju,TACAN,KR
MKP,Mokpo,VOR-DME,KR
NCN,Incheon,VOR-DME,KR
NPH,Pohang (Navy),VORTAC,KR
NSN,Nonsan,VOR-DME,KR
NUE,Jinhae,TACAN,KR
OSN,Osan,VORTAC,KR
PSN,Busan,VORTAC,KR
PTK,Pyeongtaek,VOR-DME,KR
RE,Pyeongtaek,NDB,KR
SAC,Sacheon,VOR-DME,KR
SAN,Seosan,TACAN,KR
SCH,Sokcho,VOR-DME,KR
SCN,Sacheon,TACAN,KR
SEL,Anyang,VORTAC,KR
SK,Sokcho,NDB,KR
SOL,Seoul,TACAN,KR
SWN,Suwon,TACAN,KR
TAG,Daegu,TACAN,KR
TGU,Dalsung,VORTAC,KR
USN,Ulsan,VOR-DME,KR
UT,Pohang,NDB,KR
WJ,Wonju,NDB,KR
WNJ,Wonju,TACAN,KR
YAG,Yangyang,VOR-DME,KR
YCN,Yecheon,TACAN,KR
YDM,Yongdam,VOR-DME,KR
YJU,Yangju,VOR-DME,KR
YSU,Yeosu,VOR-DME,KR
ASB,Ali Al Salem,VORTAC,KW
KFR,Wafra,VOR-DME,KW
KUA,Kuwait,VOR-DME,KW
UDI,Udairi,NDB,KW
CBC,Cayman Brac,NDB,KY
GCM,Grand Cayman,VOR-DME,KY
ZIY,Grand Cayman,NDB,KY
A,Almaty,NDB,KZ
AB,Atbasar,NDB,KZ
AGZ,Ayaguz,VOR,KZ
AI,Akchi,NDB,KZ
AK,Astana,NDB,KZ
AKB,Aktyubinsk,VOR-DME,KZ
AKT,Aktau,VOR-DME,KZ
ALM,Almaty,VOR-DME,KZ
AR,Arkalyk,NDB,KZ
AST,Astana,VOR-DME,KZ
AT,Aktyubinsk Lom,NDB,KZ
ATR,Atyrau,VOR-DME,KZ
AU,Aktau,NDB,KZ
BA,Balkhash,NDB,KZ
BLH,Balkhash,VOR-DME,KZ
DZG,Zhezkazgan,VOR-DME,KZ
E,Shymkent,NDB,KZ
EL,Shalkar,NDB,KZ
EN,Shymkent,NDB,KZ
EY,Kaukey,NDB,KZ
GN,Zhezkazgan,NDB,KZ
I,Shymkent,NDB,KZ
IM,Shymkent,NDB,KZ
IN,Inderborsky,NDB,KZ
K,Karaganda,NDB,KZ
KA,Karaganda,NDB,KZ
KD,Kurdaysky,NDB,KZ
KI,Kirbaltabay,NDB,KZ
KR,Taldykorgan,NDB,KZ
KRG,Karaganda,VOR-DME,KZ
KT,Kostanay,NDB,KZ
KW,Kokshetau,NDB,KZ
KZO,Kyzylorda,VOR-DME,KZ
L,Almaty,NDB,KZ
LM,Almaty,NDB,KZ
MB,Taraz,NDB,KZ
MK,Khodzhatugay,NDB,KZ
MO,Astana,NDB,KZ
NA,Kostanay,NDB,KZ
NKZ,Novokazalinsk,VOR-DME,KZ
NT,Tole Bi,NDB,KZ
OL,Akkol,NDB,KZ
OR,Kyzylorda,NDB,KZ
OT,Kokshetau,NDB,KZ
PT,Petropavlovsk,NDB,KZ
PW,Pavlodar,NDB,KZ
QK,Kaukey,VOR,KZ
R,Karaganda,NDB,KZ
RC,Makhtaly,NDB,KZ
RG,Karaganda,NDB,KZ
RP,Petropavlovsk,NDB,KZ
S,Ust Kamenogorsk,NDB,KZ
S,Semipalatinsk,NDB,KZ
S,Uralsk,NDB,KZ
SI,Ust Kamenogorsk,NDB,KZ
SK,Uralsk,NDB,KZ
SMK,Shymkent,VOR-DME,KZ
SP,Semipalatinsk,NDB,KZ
T,Atyrau,NDB,KZ
TK,Taldykorgan,NDB,KZ
TR,Turgay,NDB,KZ
TS,Turkestan,NDB,KZ
TU,Aktyubinsk Lom,NDB,KZ
TY,Atyrau,NDB,KZ
U,Ust Kamenogorsk,NDB,KZ
U,Uralsk,NDB,KZ
UC,Uzunagach,NDB,KZ
UN,Arkalyk,NDB,KZ
UR,Uralsk,NDB,KZ
URL,Uralsk,VOR-DME,KZ
US,Ust Kamenogorsk,NDB,KZ
VQ,Komintern,NDB,KZ
WL,Pavlodar,NDB,KZ
Y,Atyrau,NDB,KZ
YL,Taraz,NDB,KZ
YR,Atyrau,NDB,KZ
YZ,Ekibastuz,NDB,KZ
ZK,Zhezkazgan,NDB,KZ
ZU,Ayaguz,NDB,KZ
BK,Luang Phabang,NDB,LA
LPB,Luang Phabang,VOR-DME,LA
PAK,Pakse,VOR-DME,LA
PS,Pakse,NDB,LA
SAV,Savannakhet,VOR-DME,LA
THX,Xieng Khouang,VOR-DME,LA
VE,Vientiane,NDB,LA
VTG,Thangone,NDB,LA
VTN,Vientiane,VOR-DME,LA
WY,Wattay,NDB,LA
BAB,Beirut,NDB,LB
BOD,Beirut,NDB,LB
CAK,Chekka,VOR-DME,LB
KAD,Khaldeh,VOR-DME,LB
RA,Rene Mouawad,NDB,LB
BNE,Hewanorra,VOR-DME,LC
SLU,Vigie,NDB,LC
AN,Anuradhapura,NDB,LK
BAT,Batticaloa,NDB,LK
CHB,China Bay,NDB,LK
CNL,Bandaranaike,NDB,LK
KAT,Bandaranaike,VOR-DME,LK
KG,Koggala,NDB,LK
KK,Kankesanturai,NDB,LK
MIN,Minneriya,NDB,LK
RM,Colombo/Ratmalana,NDB,LK
VNA,Vavuniya,NDB,LK
FR,Monrovia Roberts,NDB,LR
MO,Monrovia Roberts,NDB,LR
ROB,Monrovia Roberts,VOR-DME,LR
SM,Monrovia Spriggs Payne,NDB,LR
ME,Berea,NDB,LS
MU,Mejametalana,NDB,LS
MZV,Mazenod,VOR-DME,LS
KLA,Klaipeda,VOR-DME,LT
KNA,Kaunas,VOR-DME,LT
KUS,Kaunas,NDB,LT
PA,Pajuostis,NDB,LT
PN,Palanga,NDB,LT
SAU,Siauliai,VOR-DME,LT
SKD,Skaudvile,NDB,LT
SQQ,Siauliai,TACAN,LT
VNO,Vilnius,VOR-DME,LT
DIK,Diekirch,VOR-DME,LU
ELU,Luxembourg,NDB,LU
LUX,Luxembourg,VOR-DME,LU
WLU,Luxembourg,NDB,LU
DGP,Daugavpils,VOR-DME,LV
LBN,Trakshi,VOR-DME,LV
LIE,Liepaja,VOR-DME,LV
RIA,Riga,VOR-DME,LV
VNT,Ventspils,VOR-DME,LV
ABU,Abu Argub,VOR-DME,LY
BNA,Benina,VOR-DME,LY
DHR,Dahra,VOR-DME,LY
GAD,Ghadames,VOR-DME,LY
GAL,Giallo,NDB,LY
GDS,Ghadames,NDB,LY
GHT,Ghat,VOR-DME,LY
GRT,Gheriat,NDB,LY
GS,Sarir,NDB,LY
GW,Al Hamada,NDB,LY
HON,Hon,NDB,LY
IZD,Mizda,NDB,LY
KDR,Kadra,NDB,LY
KFR,Kufra,VOR-DME,LY
KFR,Kufra,NDB,LY
LAB,Labraq,NDB,LY
LOR,Dahra,NDB,LY
MB,Marsa Brega,NDB,LY
MIS,Misurata,VOR-DME,LY
MTG,Mitiga,VOR,LY
OA,Samah,NDB,LY
OB,Giallo,NDB,LY
OJ,Essider,NDB,LY
OR,Warehouse 59a,NDB,LY
OV,Nafoora M4,NDB,LY
OXY,Alpha 103,NDB,LY
PRB,Sabah 74,NDB,LY
PRC,Zella 74,NDB,LY
SEB,Sebha,VOR-DME,LY
SEB,Sebha,NDB,LY
SRT,Sirte,VOR-DME,LY
SRT,Sirte,NDB,LY
STF,Twenty Nine Charlie,NDB,LY
TPI,Tripoli,VOR-DME,LY
TRO,Joday,NDB,LY
TZR,Tazerbo,NDB,LY
UBR,Ubari,NDB,LY
VA,Amal V12,NDB,LY
VH,Hofra V10,NDB,LY
VO,Ora V9,NDB,LY
VR,Ras Lanuf V40,NDB,LY
WLD,Beni Walid,VOR-DME,LY
WLD,Beni Walid,NDB,LY
XS,Beda No 1,NDB,LY
XY,Booster,NDB,LY
ZAR,Zwara,NDB,LY
ZAW,Zawia,VOR-DME,LY
ZT,Agip C97,NDB,LY
ZUE,Zuetina,NDB,LY
ADM,Agadir,VOR-DME,MA
ALM,Al Hoceima,VOR-DME,MA
ALS,Agadir,NDB,MA
AML,Agadir,NDB,MA
ARI,Nador Arwi,VOR-DME,MA
ARW,El Aroui,NDB,MA
AZR,Inezgane,NDB,MA
BNS,Ben Slimane,VOR-DME,MA
BRC,Casablanca,VOR-DME,MA
CAE,Ben Slimane,NDB,MA
CBA,Casablanca,VOR-DME,MA
CNL,Kenitra,NDB,MA
CNU,Oujda,NDB,MA
CNZ,Marrakech,NDB,MA
CSD,Daouarat,NDB,MA
ERA,Errachidia,VOR-DME,MA
ESS,Essaouira,VOR-DME,MA
FES,Saiss,VOR-DME,MA
GLM,Goulimine,VOR,MA
IFR,Ifrane,NDB,MA
KSR,Errachidia,NDB,MA
MAK,Marrakech,VOR-DME,MA
MKS,Meknes,VOR,MA
OJD,Oujda,VOR-DME,MA
OZT,Ouarzazate,VOR-DME,MA
RBT,Rabat,VOR-DME,MA
SBI,Rabat,NDB,MA
SFI,Safi,NDB,MA
SMN,Sidi Slimane,VOR-DME,MA
TAN,Tan Tan,VOR,MA
TNG,Tanger,VOR-DME,MA
TTN,Tetouan,VOR-DME,MA
TUN,Saniat Rmel,NDB,MA
B,Balti,NDB,MD
BL,Balti,NDB,MD
CHN,Chisinau,VOR-DME,MD
L,Balti,NDB,MD
LC,Balti,NDB,MD
AH,Antalaha,NDB,MG
AT,Antsohihy,NDB,MG
DO,Arrachart,NDB,MG
IA,Antananarivo Ivato,NDB,MG
IO,Antananarivo Ivato,NDB,MG
MG,Philibert Tsiranana,VOR-DME,MG
MJ,Mananjary,NDB,MG
MMY,Maromamy,NDB,MG
MT,Toamasina,VOR,MG
MV,Toamasina,NDB,MG
NSB,Fascene,VOR-DME,MG
NT,Antananarivo Ivato,NDB,MG
SA,Sambava,NDB,MG
SM,Sainte Marie,NDB,MG
TAN,Antanetibe,NDB,MG
TE,Moramanga,NDB,MG
TN,Ankazobe,NDB,MG
TNV,Ivato,VOR-DME,MG
TO,Toamasina,NDB,MG
TW,Soavinandriana,NDB,MG
VSF,Fianarantsoa,NDB,MG
VSJ,Mahajanga,NDB,MG
VSL,Maroantsetra,NDB,MG
VSM,Toamasina,NDB,MG
VSO,Morondava,NDB,MG
VSP,Tolagnaro,NDB,MG
VSQ,Toliara,NDB,MG
VSR,Manakara,NDB,MG
MAJ,Majuro,NDB-DME,MH
NDJ,Bucholz,TACAN,MH
ROI,Roi Namur,TACAN,MH
BU,Skopje,NDB,MK
IZD,Ohrid,NDB,MK
OHR,Ohrid,VOR-DME,MK
PEP,Prilep,NDB-DME,MK
PT,Skopje,NDB,MK
SIN,Sinko,VOR-DME,MK
SKJ,Skopje,VOR-DME,MK
BKO,Bamako/Senou,VOR-DME,ML
BM,Bamako/Senou,NDB,ML
GAO,Gao,VOR,ML
GM,Goundam,NDB,ML
KAY,Kayes,VOR-DME,ML
MNT,Manantali,NDB,ML
MO,Mopti/Ambodedjo,NDB,ML
MTI,Mopti/Ambodedjo,VOR,ML
NO,Nioro,NDB,ML
SKO,Sikasso,VOR-DME,ML
TBT,Tombouctou,VOR-DME,ML
TZE,Tessalit,NDB,ML
TZI,Gao,NDB,ML
TZJ,Kayes,NDB,ML
AN,Ann,NDB,MM
BGN,Bagan,NDB,MM
BGO,Bago,VOR-DME,MM
BM,Banmaw,NDB,MM
DWI,Dawei,VOR-DME,MM
EL,El,NDB,MM
HGU,Hlegu,VOR-DME,MM
HHO,Heho,NDB,MM
HL,Hommalinn,NDB,MM
KG,Kengtung,NDB,MM
KI,Kanti,NDB,MM
KL,Kalay,NDB,MM
KP,Kyaukpyu,NDB,MM
KT,Kawthoung,NDB,MM
LK,Loikaw,NDB,MM
LSO,Lashio,VOR-DME,MM
MDS,Mingaladon,NDB,MM
MDY,Mandalay,VOR-DME,MM
ME,Myeik,NDB,MM
MIA,Mandalay,VOR-DME,MM
MK,Myitkyina,NDB,MM
MKA,Myitkyina West,NDB,MM
MKT,Meiktila,NDB,MM
MM,Mawlamyine,NDB,MM
MS,Mong Hsat,NDB,MM
MW,Magway,NDB,MM
NS,Namsang,NDB,MM
PA,Hpa An,NDB,MM
PP,Hpapun,NDB,MM
PT,Putao,NDB,MM
PTN,Pathein,VOR-DME,MM
SW,Sittwe,NDB,MM
TD,Thandwe,NDB,MM
TGO,Taungoo,VOR-DME,MM
TL,Tachileik,NDB,MM
YGN,Yangon,NDB,MM
B,Khovd,NDB,MN
B,Ulaangom,NDB,MN
B,Underkhaan,NDB,MN
B,Arvaikheer,NDB,MN
B,Altai,NDB,MN
BH,Bayankhongor,NDB,MN
BS,Bulgan Sum,NDB,MN
BU,Bulgan,NDB,MN
DN,Sainshand,NDB,MN
GA,Altai,NDB,MN
HU,Khujirt,NDB,MN
JA,Khovd,NDB,MN
MG,Mandalgobi,NDB,MN
MU,Muren,NDB,MN
OG,Arvaikheer,NDB,MN
SB,Baruun-Urt,NDB,MN
TC,Tosontsengel,NDB,MN
TD,Tudevtai,NDB,MN
UDA,Ulaanbaatar,VOR-DME,MN
UG,Dalanzadgad,NDB,MN
UN,Underkhaan,NDB,MN
US,Ulaangom,NDB,MN
MCU,Macau,VOR-DME,MO
ZAO,Jiuzhou,VOR,MO
GRO,Rota,NDB,MP
SN,Saipan,NDB,MP
FOF,Fort De France,VOR-DME,MQ
AA,Aioun El Atrouss,NDB,MR
AR,Atar,NDB,MR
FR,Bir Moghrein,NDB,MR
KAE,Kaedi,NDB,MR
KC,Nouakchott,VOR-DME,MR
KF,Kiffa,NDB,MR
NA,Nema,NDB,MR
NH,Nouakchott,NDB,MR
NM,Nema,VOR,MR
PE,Nouadhibou,VOR-DME,MR
TKA,Tidjikja,NDB,MR
ZRT,Zouerat,VOR,MR
MON,Geralds,NDB,MS
GZO,Gozo,VOR-DME,MT
LM,Malta,DME,MT
LQ,Luqa,DME,MT
LQA,Luqa,NDB,MT
MLT,Malta,NDB,MT
AGG,Agalega,NDB,MU
FF,Flic -eE --lFc,NDB,MU
GBY,Grand Bay,VOR-DME,MU
MS,Plaisance,NDB,MU
PLS,Plaisance,VOR-DME,MU
RS,Rodrigues,NDB,MU
GAN,Gan Island,VOR-DME,MV
HA,Hanimaadhoo,NDB,MV
KA,Kaadedhdhoo,NDB,MV
KD,Kadhdhoo,NDB,MV
MLE,Male,VOR-DME,MV
DVL,Lilongwe,VOR-DME,MW
KG,Lilongwe,NDB,MW
LH,Lilongwe,NDB,MW
NC,Chileka,NDB,MW
UU,Mzuzu,NDB,MW
VCL,Chileka,VOR-DME,MW
VKA,Karonga,VOR-DME,MW
VMZ,Mzuzu,VOR-DME,MW
ACA,Acapulco,VOR-DME,MX
ADN,Roberto,VOR-DME,MX
AGU,Aguascalientes,VOR-DME,MX
APN,Apan,VOR-DME,MX
BJX,Leon,VOR-DME,MX
CDR,Concepcion,VOR-DME,MX
CEN,Obregon,VOR-DME,MX
CHX,Choix,NDB,MX
CJS,Juarez,VOR-DME,MX
CME,Carmen,VOR-DME,MX
CMT,Comitan,VOR-DME,MX
COL,Colima,VOR-DME,MX
CPE,Campeche,VOR-DME,MX
CTM,Chetumal,VOR-DME,MX
CUA,Cuautla,VOR-DME,MX
CUL,Culiacan,VOR-DME,MX
CUN,Cancun,VOR-DME,MX
CUU,Chihuahua,VOR-DME,MX
CUW,Chihuahua,NDB,MX
CVJ,Cuernavaca,VOR-DME,MX
CVM,Victoria,VOR-DME,MX
CZA,Kaua,VOR-DME,MX
CZM,Cozumel,VOR-DME,MX
DEL,Delicias,VOR-DME,MX
DGO,Durango,VOR-DME,MX
ENS,Ensenada,NDB,MX
GD,Guadalajara,NDB,MX
GDL,Guadalajara,VOR-DME,MX
GRN,Negro,NDB,MX
GYM,Guaymas,NDB,MX
HMO,Hermosillo,VOR-DME,MX
HUX,Huatulco,VOR-DME,MX
IZT,Ixtepec,VOR-DME,MX
LAP,La Paz,VOR-DME,MX
LMM,Mochis,VOR-DME,MX
LTO,Loreto,VOR-DME,MX
MAM,Matamoros,VOR-DME,MX
MEX,Mexico,VOR-DME,MX
MID,Merida,VOR-DME,MX
MLM,Morelia,VOR-DME,MX
MOV,Monclova,VOR-DME,MX
MPG,Progreso,NDB,MX
MTT,Minatitlan,VOR-DME,MX
MTY,Monterrey,VOR-DME,MX
MW,Plaza,NDB,MX
MXL,Mexicali,VOR-DME,MX
MZT,Mazatlan,VOR-DME,MX
NAU,Nautla,VOR-DME,MX
NLD,Nuevo Laredo,VOR-DME,MX
OAX,Oaxaca,VOR-DME,MX
OTU,Otumba,VOR-DME,MX
PA1,Akal C,NDB,MX
PA2,Akal J,NDB,MX
PAZ,Poza Rica,VOR-DME,MX
PB1,Bocas,NDB,MX
PBC,Puebla,VOR-DME,MX
PCA,Pachuca,VOR-DME,MX
PI1,Ixtoc,NDB,MX
PK1,Ku 22,NDB,MX
PK2,Ku 407,NDB,MX
PK3,Ku 482,NDB,MX
PM1,Abkatum 1a,NDB,MX
PM2,Abkatum 5,NDB,MX
PN1,Nohoch A,NDB,MX
PNG,Piedras,VOR-DME,MX
PO1,Neptuno,NDB,MX
PPE,Penasco,VOR-DME,MX
PTJ,Pasteje,VOR-DME,MX
PVR,Vallarta,VOR-DME,MX
PXM,Escondido,VOR-DME,MX
QET,Queretaro,VOR-DME,MX
REX,Reynosa,VOR-DME,MX
SJD,Cabos,VOR-DME,MX
SLM,Lucia,VOR-DME,MX
SLP,Potosi,VOR-DME,MX
SLW,Saltillo,VOR-DME,MX
SMO,Mateo,VOR-DME,MX
SQN,Quintin,VOR-DME,MX
SRL,Rosalia,VOR-DME,MX
SZT,Cristobal,VOR-DME,MX
TAM,Tampico,VOR-DME,MX
TAP,Tapachula,VOR-DME,MX
TEQ,Tequesquitengo,VOR-DME,MX
TGM,Teran,VOR-DME,MX
TGZ,Tuxtla,VOR-DME,MX
TIJ,Tijuana,VOR-DME,MX
TLC,Toluca,VOR-DME,MX
TMN,Tamuin,VOR-DME,MX
TNY,Tepic,VOR-DME,MX
TPX,Tepexpan,NDB,MX
TRC,Torreon,VOR-DME,MX
TTM,Noria,VOR-DME,MX
UPN,Uruapan,VOR-DME,MX
VER,Veracruz,VOR-DME,MX
VSA,Villahermosa,VOR-DME,MX
ZAP,Zapopan,VOR-DME,MX
ZCL,Zacatecas,VOR-DME,MX
ZIH,Zihuatanejo,VOR-DME,MX
ZLO,Manzanillo,VOR-DME,MX
AM,Malacca,NDB,MY
AN,Kuching,NDB,MY
AT,Alor Star,NDB,MY
BP,Batu Pahat,NDB,MY
BTR,Butterworth,TACAN,MY
BTU,Bintulu,NDB,MY
CE,Caledonian,NDB,MY
JB,Jaybee,NDB,MY
JR,Johor Bahru,NDB,MY
JSL,Kota Kinabalu,NDB,MY
