ident,name,type,country_code
ZZ,Constanta,NDB,RO
BGD,Beograd,VOR-DME,RS
BLC,Blace,VOR-DME,RS
BRN,Berane,NDB,RS
BS,Bondsteel,NDB,RS
BUI,Budisavci,VOR-DME,RS
DAK,Dakovica,TACAN,RS
DAK,Dakovica,NDB,RS
DAN,Podgorica,NDB,RS
IA,Indija,NDB,RS
JA,Beograd,NDB,RS
JST,Justic,NDB,RS
KN,Beograd,NDB,RS
MOJ,Mojkovac,NDB,RS
NIK,Niksic,NDB,RS
NIS,Nis,VOR-DME,RS
OBR,Beograd,NDB,RS
PA,Pancevo,NDB,RS
POD,Podgorica,VOR-DME,RS
POZ,Pozarevac,NDB,RS
PRI,Pristina,NDB,RS
PRT,Pristina,VOR-DME,RS
SMI,Mitrovica,VOR-DME,RS
SMR,Mitrovica,NDB,RS
TAZ,Tivat,NDB,RS
TPL,Topola,VOR-DME,RS
VAC,Vrsac,VOR,RS
VAL,Valjevo,VOR-DME,RS
VEG,Gradiste,NDB,RS
VRA,Vrsac,NDB,RS
VRN,Vranje,NDB,RS
VTN,Kraljevo,NDB,RS
ZO,Nis,NDB,RS
A,Sheremetyevo,NDB,RU
AB,Podkamennaya Tunguska,NDB,RU
AB,Abakan,NDB,RU
ABK,Abakan,VOR-DME,RU
AD,Sheremetyevo,NDB,RU
AD,Aldan,NDB,RU
ADL,Sochi,VOR-DME,RU
AG,Agoy,NDB,RU
AI,Tura,NDB,RU
AJ,Krasnoyarsk,NDB,RU
AJ,Staritsa,NDB,RU
AK,Aleksandrovka,NDB,RU
AL,Baykit,NDB,RU
AM,Markovo,NDB,RU
AM,Surgut,NDB,RU
AM,Kazan,NDB,RU
AM,Verkhneimbatsk,NDB,RU
AN,Anapa,NDB,RU
AN,Belgorod,NDB,RU
AP,Anapa,NDB,RU
AP,Voronezh,NDB,RU
AR,Buzharovo,NDB,RU
AR,Barnaul,NDB,RU
AR,Artemovsky,NDB,RU
AZ,Samara,NDB,RU
AZ,Arkhangelsk,NDB,RU
B,Sheremetyevo,NDB,RU
BA,Balagannoye,NDB,RU
BA,Bagayevsky,NDB,RU
BA,Krasnodar,NDB,RU
BA,Bakchar,NDB,RU
BB,Beryozovo,NDB,RU
BC,Provideniya Bay,NDB,RU
BD,Bogdanovo,NDB,RU
BD,Khabarovsk,NDB,RU
BD,Razdolye,NDB,RU
BD,Khanty Mansiysk,NDB,RU
BE,Samara,NDB,RU
BE,Beringovsky,NDB,RU
BF,Norilsk,NDB,RU
BG,Karmanovo,NDB,RU
BG,Muraveyka,NDB,RU
BI,Bisert,NDB,RU
BI,Dudinka,NDB,RU
BJ,Astrakhan,NDB,RU
BK,Lunino,NDB,RU
BK,Krasnoyarsk,NDB,RU
BK,Perm,NDB,RU
BL,Kazan,NDB,RU
BL,Chernyshevka,NDB,RU
BLG,Blagoveschensk,VOR-DME,RU
BM,Blagoveschensk,NDB,RU
BM,Pevek,NDB,RU
BN,Bolshaya Nikolayevka,NDB,RU
BO,Nizhny Novgorod,NDB,RU
BP,Chelobityevo,NDB,RU
BQ,Bokhan,NDB,RU
BRT,Bratsk,VOR-DME,RU
BS,Bratsk,NDB,RU
BT,Alatyr,NDB,RU
BU,Barnaul,NDB,RU
BV,Elista,NDB,RU
BW,Sheremetyevo,NDB,RU
BW,Balakovo,NDB,RU
BX,Belgorod,NDB,RU
BZ,Bolshaya Murta,NDB,RU
CE,Maksimkin Yar,NDB,RU
CH,Vladikavkaz,NDB,RU
CN,Irkutsk,NDB,RU
CP,Magnitogorsk,NDB,RU
CR,Cheboksary,NDB,RU
CS,Osa,NDB,RU
CW,Krasnaya Gorbatka,NDB,RU
CZ,Vilyuysk,NDB,RU
DB,Pochinok,NDB,RU
DE,Yedinka,NDB,RU
DE,Domodedovo,NDB,RU
DEM,Mirny,VOR-DME,RU
DG,Chita,NDB,RU
DJ,Kazan,NDB,RU
DK,Glotayevo,NDB,RU
DK,Saratov,NDB,RU
DM,Domodedovo,NDB,RU
DM,Salekhard,NDB,RU
DO,Domodedovo,NDB,RU
DP,Khurba,NDB,RU
DR,Skurygino,NDB,RU
DT,Dyurtyuli,NDB,RU
DV,Dzhubga,NDB,RU
DW,Domodedovo,NDB,RU
DW,Vorkuta,NDB,RU
DW,Nikolskoye,NDB,RU
DX,Maksim Gorky,NDB,RU
E,Domodedovo,NDB,RU
EB,Matveyevsky,NDB,RU
ED,Koltsovo,NDB,RU
EL,Koltsovo,NDB,RU
ENS,Yeniseysk,VOR-DME,RU
ER,Yegorlykskaya,NDB,RU
FB,Kolpashevo,NDB,RU
FE,Oktyabrsky,NDB,RU
FE,Kukan,NDB,RU
FI,Golitsyno,NDB,RU
FK,Samara,NDB,RU
FK,Magadan,NDB,RU
FK,Gagarin,NDB,RU
FO,Vanavara,NDB,RU
FS,Ust-Tsilma,NDB,RU
FV,Nizhneudinsk,NDB,RU
FV,Venev,NDB,RU
G,Vnukovo,NDB,RU
GA,Naryan-Mar,NDB,RU
GB,Volchanka,NDB,RU
GD,Maloye Skuratovo,NDB,RU
GE,Khabarovsk,NDB,RU
GE,Kursk,NDB,RU
GG,Vnukovo,NDB,RU
GG,Bratsk,NDB,RU
GK,Surgut,NDB,RU
GL,Nizhnyaya Pesha,NDB,RU
GO,Gorevoye,NDB,RU
GR,Khorinsk,NDB,RU
GR,Gorka,NDB,RU
GR,Sumy,NDB,RU
GU,Magdagachi,NDB,RU
GV,Kolyvan,NDB,RU
GV,Astrakhan,NDB,RU
HAB,Khabarovsk,VOR-DME,RU
HB,Zemetchino,NDB,RU
HC,Makhachkala,NDB,RU
HI,Khabarovsk,NDB,RU
HJ,Mamadysh,NDB,RU
HL,Ust-Tsilma,NDB,RU
HY,Khalaktyrka,NDB,RU
IA,Bodaybo,NDB,RU
IG,Lensk,NDB,RU
IGR,Igarka,VOR-DME,RU
IN,Sukhotino,NDB,RU
IP,Zakharovka,NDB,RU
IR,Irkutsk,NDB,RU
IRK,Irkutsk,VOR-DME,RU
JH,Nizhnevartovsk,NDB,RU
JQ,Bomnak,NDB,RU
KA,Olzony,NDB,RU
KA,Konstantinovsk,NDB,RU
KA,Khurba,NDB,RU
KB,Anadyr,NDB,RU
KD,Novotyryshkino,NDB,RU
KE,Kikerino,NDB,RU
KF,Tiksi,NDB,RU
KG,Kogalym,NDB,RU
KI,Kirensk,NDB,RU
KL,Krasny Sulin,NDB,RU
KM,Arkhangelsk,NDB,RU
KM,Kamyshin,NDB,RU
KM,Kamenskoe,NDB,RU
KM,Kem,NDB,RU
KN,Kostino,NDB,RU
KN,Kobona,NDB,RU
KO,Kotly,NDB,RU
KP,Kargopol,NDB,RU
KQ,Koltsovo,NDB,RU
KR,Krasnoarmeysk,NDB,RU
KR,Kaliningrad,NDB,RU
KR,Kirishi,NDB,RU
KR,Krasnodar,NDB,RU
KRS,Krasnoyarsk,VOR-DME,RU
KS,Opalikha,NDB,RU
KS,Krasny,NDB,RU
KS,Nizhneye Sancheleevo,NDB,RU
KS,Chelyabinsk,NDB,RU
KT,Tolmachevo,NDB,RU
KT,Stavropol,NDB,RU
KT,Kukushtan,NDB,RU
KTL,Kotlas,VOR-DME,RU
KU,Koltsovo,NDB,RU
KU,Migalovo,NDB,RU
KU,Mogocha,NDB,RU
KW,Kislovodsk,NDB,RU
KW,Knevichi,NDB,RU
KZ,Kizlyar,NDB,RU
KZ,Severnoye,NDB,RU
KZL,Kyzyl,VOR-DME,RU
KZN,Kazan,VOR-DME,RU
LA,Lavrentiya,NDB,RU
LA,Lazarevskoye,NDB,RU
LA,Cheboksary,NDB,RU
LB,Chelyabinsk,NDB,RU
LBN,Chelyabinsk,VOR-DME,RU
LD,Krasnodar,NDB,RU
LE,Biysk,NDB,RU
LF,Bazhenovo,NDB,RU
LM,Sanger,NDB,RU
LO,Klimovsk,NDB,RU
LP,Shafranovo,NDB,RU
LS,Ulyanovsk,NDB,RU
LT,Chokurdakh,NDB,RU
LZ,Ufa,NDB,RU
LZ,Blagoveschensk,NDB,RU
M,Sheremetyevo,NDB,RU
M,Domodedovo,NDB,RU
MA,Chaybukha,NDB,RU
MA,Maykop,NDB,RU
MB,Chernukha,NDB,RU
MD,Mineralnyye Vody,NDB,RU
ME,Nikolayevsk-Na-Amure,NDB,RU
MF,Yakutsk,NDB,RU
MF,Larionovo,NDB,RU
MGR,Magnitogorsk,VOR-DME,RU
MH,Mikhaylovsk,NDB,RU
MH,Mikhaylovsky,NDB,RU
MI,Mikhaylovka,NDB,RU
MK,Malka,NDB,RU
ML,Chapaev,NDB,RU
MN,Manychsky,NDB,RU
MN,Mendeleyevo,NDB,RU
MR,Sheremetyevo,VOR-DME,RU
MR,Volochaevka,NDB,RU
MR,Ulyanovsk,NDB,RU
MW,Mineralnyye Vody,NDB,RU
MW,Milkovo,NDB,RU
MW,Migalovo,NDB,RU
MX,Zhigalovo,NDB,RU
MZ,Mezen,NDB,RU
N,Sheremetyevo,NDB,RU
NA,Salekhard,NDB,RU
NA,Begishevo,NDB,RU
NB,Uelkal,NDB,RU
NC,Kemerovo,NDB,RU
ND,Smyshlyayevka,NDB,RU
ND,Bolshevik,NDB,RU
NE,Nerl,NDB,RU
NG,Nizhny Novgorod,NDB,RU
NH,Nikolsk,NDB,RU
NH,Tobolsk,NDB,RU
NJC,Nizhnevartovsk,VOR-DME,RU
NK,Nikolskoye,NDB,RU
NK,Begishevo,NDB,RU
NK,Ayan,NDB,RU
NL,Nalchik,NDB,RU
NL,Sheremetyevo,NDB,RU
NL,Olenek,NDB,RU
NM,Ufa,NDB,RU
NM,Ust-Ilimsk,NDB,RU
NN,Kozhevnikovo,NDB,RU
NO,Nadym,NDB,RU
NP,Pskov,NDB,RU
NR,Novolokti,NDB,RU
NRG,Chulman,VOR-DME,RU
NSK,Novosibirsk,VOR-DME,RU
NU,Bryansk,NDB,RU
NV,Zabaykalsk,NDB,RU
NVD,Nizhneudinsk,VOR,RU
NZ,Nizhnevartovsk,NDB,RU
NZ,Ust-Labinsk,NDB,RU
NZ,Mirny,NDB,RU
NZ,Nyazepetrovsk,NDB,RU
NZ,Achinsk,NDB,RU
O,Domodedovo,NDB,RU
O,Vnukovo,NDB,RU
OA,Khatanga,NDB,RU
OB,Vnukovo,NDB,RU
OC,Legostayevo,NDB,RU
OD,Bryansk,NDB,RU
OG,Russky Kameshkir,NDB,RU
OG,Onega,NDB,RU
OH,Saratov,NDB,RU
OK,Lyskovo,NDB,RU
OL,Ishim,NDB,RU
OL,Kogalym,NDB,RU
ON,Olekminsk,NDB,RU
OP,Stavropol,NDB,RU
OR,Kirov,NDB,RU
OR,Orsk,NDB,RU
OS,Osmino,NDB,RU
OS,Ossora,NDB,RU
PA,Pavlovshina,NDB,RU
PE,Pechory,NDB,RU
PF,Bolshoye Goloustnoye,NDB,RU
PF,Murmansk,NDB,RU
PG,Zayeltsovskiy,NDB,RU
PI,Khomutovo,NDB,RU
PK,Pulkovo,NDB,RU
PK,Pskov,NDB,RU
PK,Pevek,NDB,RU
PL,Pulkovo,NDB,RU
PM,Pechora,NDB,RU
PO,Pretoria,NDB,RU
PO,Pulkovo,NDB,RU
PR,Peredovaya,NDB,RU
PR,Petropavlovsk-Kamchatsky,NDB,RU
PS,Kyzyl,NDB,RU
PS,Krasitsky,NDB,RU
PS,Kazan,NDB,RU
PT,Ufa,NDB,RU
PT,Dalna,NDB,RU
PTG,Podkamennaya Tunguska,VOR-DME,RU
PU,Pulkovo,NDB,RU
PW,Sokol,NDB,RU
PW,Syktyvkar,NDB,RU
PX,Perm,NDB,RU
PZ,Nadym,NDB,RU
QA,Ekimchan,NDB,RU
QD,Knevichi,NDB,RU
QD,Petrozavodsk,NDB,RU
QD,Orel,NDB,RU
QF,Tyumen,NDB,RU
QH,Pechora,NDB,RU
QI,Troitskoye,NDB,RU
QL,Algasovo,NDB,RU
QM,Shumerlya,NDB,RU
QO,Aksinyino,NDB,RU
QT,Belokholunitsky,NDB,RU
RD,Bazarnye Mataki,NDB,RU
RD,Murmansk,NDB,RU
RD,Yeniseysk,NDB,RU
RF,Ladozhskaya,NDB,RU
RF,Magnitogorsk,NDB,RU
RG,Ufa,VOR-DME,RU
RG,Ufa,NDB,RU
RG,Tunoshna,NDB,RU
RI,Boguchany,NDB,RU
RK,Naryan-Mar,NDB,RU
RL,Zhiguli,NDB,RU
RM,Omsk,NDB,RU
RM,Mama,NDB,RU
RN,Raduzhny,NDB,RU
RN,Penza,NDB,RU
RN,Rostov-Na-Donu,NDB,RU
RN,Tyumen,NDB,RU
RO,Tolmachevo,NDB,RU
RO,Aginskoye,NDB,RU
RP,Sosnovskoye,NDB,RU
RQ,Chulman,NDB,RU
RR,Uyar,NDB,RU
RT,Kyakhta,NDB,RU
RW,Rostov-Na-Donu,NDB,RU
RW,Maryino,NDB,RU
RZ,Sharanga,NDB,RU
S,Shenkursk,NDB,RU
SA,Elista,NDB,RU
SA,Saratov,NDB,RU
SB,Sambek,NDB,RU
SD,Nizhnaya Tavda,NDB,RU
SE,Serov,NDB,RU
SF,Cherusti,NDB,RU
SF,Orsk,NDB,RU
SG,Mirny,NDB,RU
SH,Salekhard,VOR-DME,RU
SL,Khomutovo,NDB,RU
SL,Sukhodol,NDB,RU
SL,Solodniki,NDB,RU
SM,Makhachkala,NDB,RU
SM,Smolenskaya,NDB,RU
SN,Sultanskoye,NDB,RU
SO,Sochi,NDB,RU
SP,Malinovka,NDB,RU
SPB,Sankt-Peterburg,VOR-DME,RU
SR,Syktyvkar,NDB,RU
SR,Pavlovsk,NDB,RU
ST,Sirotinskaya,NDB,RU
ST,Nizhny Novgorod,NDB,RU
SU,Belozersk,NDB,RU
SU,Dikson,NDB,RU
SW,Savelovo,NDB,RU
SZ,Barabinsk,NDB,RU
T,Vnukovo,NDB,RU
TA,Takhtayamsk,NDB,RU
TA,Makhachkala,NDB,RU
TD,Roschino,NDB,RU
TE,Terbuny,NDB,RU
TH,Takhtalym,NDB,RU
TH,Tachtamygda,NDB,RU
THN,Turukhansk,VOR-DME,RU
TK,Tilichiki,NDB,RU
TK,Omsk,NDB,RU
TP,Teplorechensky,NDB,RU
TQ,Vnukovo,NDB,RU
TR,Turan,NDB,RU
TS,Zadonsk,NDB,RU
TS,Tarko-Sale,NDB,RU
TU,Bely,NDB,RU
TV,Tyoply Kluch,NDB,RU
TX,Tomsk,NDB,RU
UB,Ust-Bolsheretsk,NDB,RU
UD,Chudovo,NDB,RU
UD,Yakutsk,NDB,RU
UD,Buturlino,NDB,RU
UF,Novokuznetsk,NDB,RU
UF,Khabarovsk,NDB,RU
UF,Koshki,NDB,RU
UG,Raduzhny,NDB,RU
UH,Tikhoretsk,NDB,RU
UH,Ust-Khayruzovo,NDB,RU
UHT,Ukhta,VOR-DME,RU
UJ,Ust-Mana,NDB,RU
UK,Yukhnov,NDB,RU
UK,Ust-Kamchatsk,NDB,RU
UL,Vostochny,NDB,RU
UM,Ivanovskoye,NDB,RU
UP,Zenzeli,NDB,RU
UR,Chagda,NDB,RU
US,Muravlyanka,NDB,RU
US,Elshanka,NDB,RU
UV,Nizhny Novgorod,NDB,RU
UWS,Vostochny,VOR-DME,RU
UX,Anadyr,NDB,RU
UY,Sovetskiy,NDB,RU
UY,Kyzyl,NDB,RU
UY,Orel,NDB,RU
VA,Dobrynskoye,NDB,RU
VC,Leshukonskoye,NDB,RU
VD,Yakutsk,NDB,RU
VG,Zhigansk,NDB,RU
VL,Zheltoye,NDB,RU
W,Domodedovo,NDB,RU
W,Vnukovo,NDB,RU
WA,Magadan,NDB,RU
WA,Kursk,NDB,RU
WD,Gumrak,NDB,RU
WG,Gumrak,NDB,RU
WG,Samara,NDB,RU
WH,Penza,NDB,RU
WJ,Mys Schmidta,NDB,RU
WJ,Leshukonskoye,NDB,RU
WKL,Velikiye Luki,VOR,RU
WM,Vnukovo,NDB,RU
WN,Poliarny,NDB,RU
WN,Vostochny,NDB,RU
WP,Krasnodar,NDB,RU
WQ,Veschevo,NDB,RU
WR,Voronezh,NDB,RU
WT,Vitim,NDB,RU
WT,Kartino,NDB,RU
WU,Sosnovka,NDB,RU
WW,Vaganovo,NDB,RU
WZ,Kamenka,NDB,RU
WZ,Srednebeloye,NDB,RU
XO,Petrozavodsk,NDB,RU
XR,Selikhino,NDB,RU
XT,Ryazanskaya,NDB,RU
XV,Novy Vasyugan,NDB,RU
XZ,Tyumen,NDB,RU
YK,Buinsk,NDB,RU
YO,Biryucha Kosa,NDB,RU
ZA,Batagay,NDB,RU
ZBK,Zabaykalsk,VOR,RU
ZD,Ulan-Ude,NDB,RU
ZE,Noyarsk,NDB,RU
ZG,Petrovskoye,NDB,RU
ZG,Kharasavey,NDB,RU
ZG,Zelenga,NDB,RU
ZJ,Khanty Mansiysk,VOR-DME,RU
ZL,Mys Kamenny,NDB,RU
ZM,Chita,NDB,RU
ZT,Khatanga,NDB,RU
BG,Bugarura,NDB,RW
CR,Rusumo,NDB,RW
GY,Gisenyi,NDB,RW
KB,Kamembe,NDB,RW
KNM,Kigali,VOR-DME,RW
LO,Kigali,NDB,RW
RH,Ruhengeri,NDB,RW
ZE,Gabiro,NDB,RW
AAR,Arar,VORTAC,SA
AB,Abqaiq,NDB,SA
ABH,Abha,VORTAC,SA
AJF,Al Jouf,VORTAC,SA
AKJ,Al Kharj,VORTAC,SA
ASH,Al-Shigar,VOR-DME,SA
BDB,Bir Darb,VOR-DME,SA
BHA,Al Baha,VORTAC,SA
BPN,Bopan,VOR-DME,SA
BSH,Bisha,VORTAC,SA
DAW,Al Dawadmi,VOR-DME,SA
DFN,Dafinah,VOR-DME,SA
DHA,Dhahran,VORTAC,SA
GAS,Gassim,VORTAC,SA
GIZ,Jazan,VORTAC,SA
GRY,Guriat,VORTAC,SA
HAR,Harad,NDB,SA
HAW,Hawtah,NDB,SA
HFR,Hafr Al-Batin,VORTAC,SA
HIL,Hail,VORTAC,SA
HLF,Halaifa,VOR-DME,SA
HSA,Al Ahsa,VORTAC,SA
JBL,Jubail,VOR-DME,SA
JDW,King Abdulaziz,VORTAC,SA
KAM,Khamis Mushait,VORTAC,SA
KFA,Dammam,VORTAC,SA
KHA,Khurais,NDB,SA
KIA,King Khaled,VORTAC,SA
KMC,King Khaled Military City,VORTAC,SA
MGA,Magala,VOR-DME,SA
NEJ,Nejran,VORTAC,SA
PMA,Prince Mohammad Bin Abdulaziz,VOR-DME,SA
PS0,Pump Station 10,NDB,SA
PS3,Pump Station 3,NDB,SA
PS6,Pump Station 6,NDB,SA
PS9,Pump Station 9,NDB,SA
PSA,Prince Sultan,VORTAC,SA
QUN,Qunfidah,VOR-DME,SA
RAF,Rafha,VOR-DME,SA
RAS,Ras Mishab,VORTAC,SA
RBG,Rabigh,VOR-DME,SA
RGB,Raghba,VOR-DME,SA
RIY,Riyadh,VORTAC,SA
RT,Ras Tanura,NDB,SA
SHA,Sharurah,VORTAC,SA
STN,Prince Sultan,TACAN,SA
SYH,Shayba,NDB,SA
TBK,Tabuk,VORTAC,SA
TIF,Taif,VORTAC,SA
TJ,Ras Tanajib,NDB,SA
TRF,Turaif,VOR-DME,SA
UDH,Udhailiyah,NDB,SA
WDR,Wadi Al Dawasir,VORTAC,SA
WEJ,Wejh,VORTAC,SA
HN,Honiara,VOR-DME,SB
COE,Coetivy,NDB,SC
PRA,Praslin,VOR-DME,SC
SEY,Seychelles,VOR-DME,SC
SEY,Seychelles,NDB,SC
ATB,Atbara,NDB,SD
DMZ,Damazin,NDB,SD
DOG,Dongola,VOR-DME,SD
FSR,El Fashir,VOR-DME,SD
GNA,Geneina,NDB,SD
KNA,Kenana,VOR-DME,SD
KNA,Kenana,NDB,SD
KTM,Khartoum,VOR-DME,SD
ME,Port Sudan,NDB,SD
MRW,Merowe,VOR-DME,SD
NYL,Nyala,VOR-DME,SD
OBD,El Obeid,VOR-DME,SD
PSD,Port Sudan,VOR-DME,SD
SGD,Sheik Elgunied,VOR-DME,SD
ALM,Alma,VOR,SE
AN,Arvidsjaur,NDB,SE
ANE,Arlanda,DME,SE
ANW,Arlanda,DME,SE
ARL,Arlanda,VOR-DME,SE
ARS,Aros,VOR-DME,SE
ASW,Arlanda,DME,SE
BAK,Backa,VOR-DME,SE
BCS,Bacchus,NDB,SE
BOR,Borlange,VOR-DME,SE
CG,Arlanda,NDB,SE
COR,Corner,NDB,SE
DKR,Dunker,VOR,SE
DL,Arlanda,NDB,SE
EN,Orebro,NDB,SE
ERK,Erken,NDB,SE
HAR,Harry,VOR,SE
HMR,Hammar,VOR-DME,SE
JON,Jonkoping,VOR-DME,SE
JX,Vaxjo,NDB,SE
KAL,Kalmar,VOR-DME,SE
KBG,Karlsborg,NDB,SE
KRA,Kiruna,VOR-DME,SE
KSD,Karlstad,VOR-DME,SE
LA,Arlanda,NDB,SE
LAV,Landvetter,VOR-DME,SE
LF,Ronneby,NDB,SE
LJU,Ljungbyhed,VOR-DME,SE
LNA,Lena,NDB,SE
LP,Ronneby,NDB,SE
LUE,Lunde,NDB,SE
NAK,Nacka,NDB,SE
NAT,Natta,VOR-DME,SE
NB,Bromma,NDB,SE
NM,N Mora,NDB,SE
NOL,Nolvik,VOR,SE
NS,Sturup,NDB,SE
NTL,Nortel,VOR-DME,SE
NV,Vilhelmina,NDB,SE
OEM,Kristianstad,NDB,SE
OG,Gallivare,NDB,SE
OG,Gavle,NDB,SE
OHT,Arlanda,NDB,SE
OP,Kiruna,NDB,SE
OSK,Ornskoldsvik,VOR-DME,SE
OSS,Ostersund,VOR-DME,SE
OU,Bromma,NDB,SE
OY,Sveg,NDB,SE
OZ,Skallen,NDB,SE
RB,Orebro,NDB,SE
SKA,Skelleftea,VOR-DME,SE
SLU,Lulea,VOR-DME,SE
SS,Sturup,NDB,SE
SUM,Storuman,VOR-DME,SE
SUN,Sundsvall,VOR-DME,SE
SUP,Sturup,VOR-DME,SE
SVD,Sveda,VOR-DME,SE
TEB,Tebby,VOR-DME,SE
TRS,Trosa,VOR-DME,SE
TRU,Trundon,NDB,SE
UME,Umea,VOR-DME,SE
UP,Uppsala,NDB,SE
VEY,Vedby,VOR,SE
VNA,Vanja,NDB,SE
VSB,Visby,VOR-DME,SE
VSN,Vassen,VOR-DME,SE
VX,Vaxjo,NDB,SE
AG,Sembawang,NDB,SG
BED,Bedok,NDB,SG
PLA,Paya Lebar,TACAN,SG
PU,Papa Uniform,VOR-DME,SG
SEL,Seletar,NDB,SG
SJ,Sinjon,VOR-DME,SG
TNG,Tengah,TACAN,SG
VTK,Tekong,VOR-DME,SG
ASI,Ascension Aux Af,VORTAC,SH
DOL,Dolsko,VOR-DME,SI
ILB,Bistrica,VOR-DME,SI
KAM,Dolsko,NDB,SI
MEL,Metlika,NDB,SI
MG,Ljubljana,NDB,SI
MI,Maribor,NDB,SI
MR,Maribor,NDB,SI
PZ,Portoroz,NDB,SI
B,Barka,NDB,SK
CN,Piestany,NDB,SK
D,David,NDB,SK
DBV,Dubove,NDB,SK
JAN,Janovce,VOR-DME,SK
KE,Kosice,NDB,SK
KSC,Kosice,VOR-DME,SK
NIT,Nitra,VOR-DME,SK
OB,Stefanik South,NDB,SK
OKR,Stefanik North,NDB,SK
OKR,Stefanik,DME,SK
PE,Tatry,NDB,SK
PNY,Centr,NDB,SK
PPD,Tatry,VOR-DME,SK
PW,Tatry,NDB,SK
RP,Malacky,NDB,SK
SLC,Sliac,VOR-DME,SK
TR,Trencin,NDB,SK
ZLA,Zilina,NDB,SK
LGI,Freetown Lungi,VOR-DME,SL
SL,Freetown Lungi,NDB,SL
KD,Kolda,NDB,SN
MA,Matam/Ouro Sogui,NDB,SN
SDS,Dakar,NDB,SN
SKG,Kedougou,NDB,SN
SKK,Kaolack,NDB,SN
SKN,Cap Skiring,NDB,SN
SLO,Saint Louis,NDB,SN
SMI,Simenti,NDB,SN
SR,Podor,NDB,SN
SZR,Ziguinchor,NDB,SN
TD,Tambacounda,VOR,SN
YF,Dakar,VOR-DME,SN
ZG,Ziguinchor,VOR,SN
ZY,Zanderij,VOR-DME,SR
JUB,Juba,VOR-DME,SS
MLK,Malakal,VOR-DME,SS
Wau_NDB_,Wau,NDB,SS
PR,Principe,NDB,ST
SP,Sao Tome,NDB,ST
STM,Sao Tome,VOR-DME,ST
CAT,El Salvador,VOR-DME,SV
LAN,Amatecampo,NDB,SV
YSV,Ilopango,VOR-DME,SV
ABD,Abyad,NDB,SY
ALE,Aleppo,VOR-DME,SY
BAN,Banias,NDB,SY
DAL,Otaebe,NDB,SY
DAM,Damascus,VOR-DME,SY
DRZ,Deir Zzor,VOR-DME,SY
HAS,Hassakeh,NDB,SY
KML,Kamishly,VOR-DME,SY
KTN,Kariatain,VOR-DME,SY
LTK,Bassel Al Assad,VOR-DME,SY
LTK,Bassel Al Assad,NDB,SY
MER,Aleppo,NDB,SY
MEZ,Mezze,NDB,SY
PAL,Palmyra,NDB,SY
TAN,Tanf,VOR-DME,SY
VMS,Matsapha,VOR-DME,SZ
GTK,Grand Turk,VORTAC,TC
PVN,Providenciales,VOR-DME,TC
SC,South Caicos,NDB,TC
AE,Abeche,VOR,TD
FA,Sarh,NDB,TD
FL,Ndjamena,VOR-DME,TD
FLU,Faya Largeau,NDB,TD
LN,Ndjamena,NDB,TD
MN,Moundou,NDB,TD
TD,Moundou,VOR,TD
LM,Lome,VOR-DME,TG
NN,Niamtougou,NDB,TG
NS,Niamtougou,NDB,TG
NT,Niamtougou,VOR-DME,TG
SK,Sokode,NDB,TG
BK,Bangkok,NDB,TH
BKK,Bangkok,VOR-DME,TH
BRM,Buri Ram,VOR-DME,TH
BUT,U Taphao,TACAN,TH
BUT,U Taphao,VOR-DME,TH
CHM,Chiang Mai,TACAN,TH
CMA,Chiang Mai,VOR-DME,TH
CMP,Chum Phae,VOR-DME,TH
CPN,Chumphon,VOR-DME,TH
CTR,Chiang Rai,VOR-DME,TH
HHN,Hua Hin,VOR-DME,TH
HTY,Hat Yai,TACAN,TH
HY,Hat Yai,NDB,TH
KBI,Krabi,VOR-DME,TH
KKN,Khon Kaen,VOR-DME,TH
KPS,Kamphaeng Saen,TACAN,TH
KPS,Kamphaeng Saen,VOR-DME,TH
KRT,Khorat,TACAN,TH
KRT,Khorat,VOR-DME,TH
LB,Lop Buri,NDB,TH
LOB,Lop Buri,TACAN,TH
LOY,Loei,VOR-DME,TH
LPN,Lampang,VOR-DME,TH
MH,Mae Hong Son,NDB,TH
MHS,Mae Hong Son,VOR-DME,TH
MST,Mae Sot,VOR-DME,TH
NAN,Nan,VOR-DME,TH
NKP,Nakhon Phanom,VOR-DME,TH
NKR,Nakhon Ratchasima,VOR-DME,TH
NKS,Nakhon Si Thammarat,VOR-DME,TH
NN,Nan,NDB,TH
NS,Cha Ian,NDB,TH
NTW,Narathiwat,VOR-DME,TH
PAE,Phrae,VOR-DME,TH
PB,Prachin Buri,NDB,TH
PCB,Phetchabun,VOR-DME,TH
PCK,Prachuap,TACAN,TH
PCK,Prachuap,NDB,TH
PH,Phetchabun,NDB,TH
PR,Phrae,NDB,TH
PSL,Phitsanulok,TACAN,TH
PSL,Phitsanulok,VOR-DME,TH
PT,Pattani,NDB,TH
PUT,Phuket,VOR-DME,TH
RAN,Ranong,VOR-DME,TH
RE,Roi Et,NDB,TH
ROT,Roi Et,VOR-DME,TH
RYN,Rayong,VOR-DME,TH
SKL,Songkhla,VOR-DME,TH
SKN,Sakon Nakhon,VOR-DME,TH
SMU,Samui,VOR-DME,TH
SPN,Sa Pran Nak,VOR,TH
SR,Surat Thani,NDB,TH
SRT,Surat Thani,TACAN,TH
STN,Surat Thani,VOR-DME,TH
SVB,Suvarnabhumi Intl,VOR-DME,TH
THS,Sukhothai,NDB-DME,TH
TK,Tak,NDB,TH
